id,left,top,right,bottom,row_index,col_index,2018_sum,2019_sum,2020_sum,2021_sum,2022_sum,2023_sum
1,111.95,-9.95,112.45,-10.45,0,0,,,,,,
2,111.95,-10.45,112.45,-10.95,1,0,,,,,,
3,111.95,-10.95,112.45,-11.45,2,0,,,,,,
4,111.95,-11.45,112.45,-11.95,3,0,,,,,,
5,111.95,-11.95,112.45,-12.45,4,0,,,,,,
6,111.95,-12.45,112.45,-12.95,5,0,,,,,,
7,111.95,-12.95,112.45,-13.45,6,0,,,,,,
8,111.95,-13.45,112.45,-13.95,7,0,,,,,,
9,111.95,-13.95,112.45,-14.45,8,0,,,,,,
10,111.95,-14.45,112.45,-14.95,9,0,,,,,,
11,111.95,-14.95,112.45,-15.45,10,0,,,,,,
12,111.95,-15.45,112.45,-15.95,11,0,,,,,,
13,111.95,-15.95,112.45,-16.45,12,0,,,,,,
14,111.95,-16.45,112.45,-16.95,13,0,,,,,,
15,111.95,-16.95,112.45,-17.45,14,0,,,,,,
16,111.95,-17.45,112.45,-17.95,15,0,,,,,,
17,111.95,-17.95,112.45,-18.45,16,0,,,,,,
18,111.95,-18.45,112.45,-18.95,17,0,,,,,,
19,111.95,-18.95,112.45,-19.45,18,0,,,,,,
20,111.95,-19.45,112.45,-19.95,19,0,,,,,,
21,111.95,-19.95,112.45,-20.45,20,0,,,,,,
22,111.95,-20.45,112.45,-20.95,21,0,,,,,,
23,111.95,-20.95,112.45,-21.45,22,0,,,,,,
24,111.95,-21.45,112.45,-21.95,23,0,,,,,,
25,111.95,-21.95,112.45,-22.45,24,0,,,,,,
26,111.95,-22.45,112.45,-22.95,25,0,,,,,,
27,111.95,-22.95,112.45,-23.45,26,0,,,,,,
28,111.95,-23.45,112.45,-23.95,27,0,,,,,,
29,111.95,-23.95,112.45,-24.45,28,0,,,,,,
30,111.95,-24.45,112.45,-24.95,29,0,,,,,,
31,111.95,-24.95,112.45,-25.45,30,0,,,,,,
32,111.95,-25.45,112.45,-25.95,31,0,,,,,,
33,111.95,-25.95,112.45,-26.45,32,0,,,,,,
34,111.95,-26.45,112.45,-26.95,33,0,,,,,,
35,111.95,-26.95,112.45,-27.45,34,0,,,,,,
36,111.95,-27.45,112.45,-27.95,35,0,,,,,,
37,111.95,-27.95,112.45,-28.45,36,0,0,0,0,0,0,0
38,111.95,-28.45,112.45,-28.95,37,0,0,0,0,0,0,0
39,111.95,-28.95,112.45,-29.45,38,0,0,0,0,0,0,0
40,111.95,-29.45,112.45,-29.95,39,0,0,0,0,0,0,0
41,111.95,-29.95,112.45,-30.45,40,0,0,0,0,0,0,0
42,111.95,-30.45,112.45,-30.95,41,0,0,0,0,0,0,0
43,111.95,-30.95,112.45,-31.45,42,0,0,0,0,0,0,0
44,111.95,-31.45,112.45,-31.95,43,0,0,0,0,0,0,0
45,111.95,-31.95,112.45,-32.45,44,0,0,0,0,0,0,0
46,111.95,-32.45,112.45,-32.95,45,0,0,0,0,0,0,0
47,111.95,-32.95,112.45,-33.45,46,0,0,0,0,0,0,0
48,111.95,-33.45,112.45,-33.95,47,0,0,0,0,0,0,0
49,111.95,-33.95,112.45,-34.45,48,0,0,0,0,0,0,0
50,111.95,-34.45,112.45,-34.95,49,0,0,0,0,0,0,0
51,111.95,-34.95,112.45,-35.45,50,0,0,0,0,0,0,0
52,111.95,-35.45,112.45,-35.95,51,0,0,0,0,0,0,0
53,111.95,-35.95,112.45,-36.45,52,0,0,0,0,0,0,0
54,111.95,-36.45,112.45,-36.95,53,0,0,0,0,0,0,0
55,111.95,-36.95,112.45,-37.45,54,0,0,0,0,0,0,0
56,111.95,-37.45,112.45,-37.95,55,0,0,0,0,0,0,0
57,111.95,-37.95,112.45,-38.45,56,0,0,0,0,0,0,0
58,111.95,-38.45,112.45,-38.95,57,0,0,0,0,0,0,0
59,111.95,-38.95,112.45,-39.45,58,0,0,0,0,0,0,0
60,111.95,-39.45,112.45,-39.95,59,0,0,0,0,0,0,0
61,111.95,-39.95,112.45,-40.45,60,0,0,0,0,0,0,0
62,111.95,-40.45,112.45,-40.95,61,0,0,0,0,0,0,0
63,111.95,-40.95,112.45,-41.45,62,0,0,0,0,0,0,0
64,111.95,-41.45,112.45,-41.95,63,0,0,0,0,0,0,0
65,111.95,-41.95,112.45,-42.45,64,0,0,0,0,0,0,0
66,111.95,-42.45,112.45,-42.95,65,0,0,0,0,0,0,0
67,111.95,-42.95,112.45,-43.45,66,0,0,0,0,0,0,0
68,111.95,-43.45,112.45,-43.95,67,0,,,,,,
69,111.95,-43.95,112.45,-44.45,68,0,,,,,,
70,112.45,-9.95,112.95,-10.45,0,1,,,,,,
71,112.45,-10.45,112.95,-10.95,1,1,,,,,,
72,112.45,-10.95,112.95,-11.45,2,1,,,,,,
73,112.45,-11.45,112.95,-11.95,3,1,,,,,,
74,112.45,-11.95,112.95,-12.45,4,1,,,,,,
75,112.45,-12.45,112.95,-12.95,5,1,,,,,,
76,112.45,-12.95,112.95,-13.45,6,1,,,,,,
77,112.45,-13.45,112.95,-13.95,7,1,,,,,,
78,112.45,-13.95,112.95,-14.45,8,1,,,,,,
79,112.45,-14.45,112.95,-14.95,9,1,,,,,,
80,112.45,-14.95,112.95,-15.45,10,1,,,,,,
81,112.45,-15.45,112.95,-15.95,11,1,,,,,,
82,112.45,-15.95,112.95,-16.45,12,1,,,,,,
83,112.45,-16.45,112.95,-16.95,13,1,,,,,,
84,112.45,-16.95,112.95,-17.45,14,1,,,,,,
85,112.45,-17.45,112.95,-17.95,15,1,,,,,,
86,112.45,-17.95,112.95,-18.45,16,1,,,,,,
87,112.45,-18.45,112.95,-18.95,17,1,,,,,,
88,112.45,-18.95,112.95,-19.45,18,1,,,,,,
89,112.45,-19.45,112.95,-19.95,19,1,,,,,,
90,112.45,-19.95,112.95,-20.45,20,1,,,,,,
91,112.45,-20.45,112.95,-20.95,21,1,,,,,,
92,112.45,-20.95,112.95,-21.45,22,1,,,,,,
93,112.45,-21.45,112.95,-21.95,23,1,,,,,,
94,112.45,-21.95,112.95,-22.45,24,1,,,,,,
95,112.45,-22.45,112.95,-22.95,25,1,,,,,,
96,112.45,-22.95,112.95,-23.45,26,1,,,,,,
97,112.45,-23.45,112.95,-23.95,27,1,,,,,,
98,112.45,-23.95,112.95,-24.45,28,1,,,,,,
99,112.45,-24.45,112.95,-24.95,29,1,,,,,,
100,112.45,-24.95,112.95,-25.45,30,1,0,0,0,0,0,0
101,112.45,-25.45,112.95,-25.95,31,1,6,6,6,6,6,6
102,112.45,-25.95,112.95,-26.45,32,1,0,0,0,0,0,0
103,112.45,-26.45,112.95,-26.95,33,1,0,0,0,0,0,0
104,112.45,-26.95,112.95,-27.45,34,1,0,0,0,0,0,0
105,112.45,-27.45,112.95,-27.95,35,1,0,0,0,0,0,0
106,112.45,-27.95,112.95,-28.45,36,1,0,0,0,0,0,0
107,112.45,-28.45,112.95,-28.95,37,1,0,0,0,0,0,0
108,112.45,-28.95,112.95,-29.45,38,1,0,0,0,0,0,0
109,112.45,-29.45,112.95,-29.95,39,1,0,0,0,0,0,0
110,112.45,-29.95,112.95,-30.45,40,1,0,0,0,0,0,0
111,112.45,-30.45,112.95,-30.95,41,1,0,0,0,0,0,0
112,112.45,-30.95,112.95,-31.45,42,1,0,0,0,0,0,0
113,112.45,-31.45,112.95,-31.95,43,1,0,0,0,0,0,0
114,112.45,-31.95,112.95,-32.45,44,1,0,0,0,0,0,0
115,112.45,-32.45,112.95,-32.95,45,1,0,0,0,0,0,0
116,112.45,-32.95,112.95,-33.45,46,1,0,0,0,0,0,0
117,112.45,-33.45,112.95,-33.95,47,1,0,0,0,0,0,0
118,112.45,-33.95,112.95,-34.45,48,1,0,0,0,0,0,0
119,112.45,-34.45,112.95,-34.95,49,1,0,0,0,0,0,0
120,112.45,-34.95,112.95,-35.45,50,1,0,0,0,0,0,0
121,112.45,-35.45,112.95,-35.95,51,1,0,0,0,0,0,0
122,112.45,-35.95,112.95,-36.45,52,1,0,0,0,0,0,0
123,112.45,-36.45,112.95,-36.95,53,1,0,0,0,0,0,0
124,112.45,-36.95,112.95,-37.45,54,1,0,0,0,0,0,0
125,112.45,-37.45,112.95,-37.95,55,1,0,0,0,0,0,0
126,112.45,-37.95,112.95,-38.45,56,1,0,0,0,0,0,0
127,112.45,-38.45,112.95,-38.95,57,1,0,0,0,0,0,0
128,112.45,-38.95,112.95,-39.45,58,1,0,0,0,0,0,0
129,112.45,-39.45,112.95,-39.95,59,1,0,0,0,0,0,0
130,112.45,-39.95,112.95,-40.45,60,1,0,0,0,0,0,0
131,112.45,-40.45,112.95,-40.95,61,1,0,0,0,0,0,0
132,112.45,-40.95,112.95,-41.45,62,1,0,0,0,0,0,0
133,112.45,-41.45,112.95,-41.95,63,1,0,0,0,0,0,0
134,112.45,-41.95,112.95,-42.45,64,1,0,0,0,0,0,0
135,112.45,-42.45,112.95,-42.95,65,1,0,0,0,0,0,0
136,112.45,-42.95,112.95,-43.45,66,1,0,0,0,0,0,0
137,112.45,-43.45,112.95,-43.95,67,1,,,,,,
138,112.45,-43.95,112.95,-44.45,68,1,,,,,,
139,112.95,-9.95,113.45,-10.45,0,2,,,,,,
140,112.95,-10.45,113.45,-10.95,1,2,,,,,,
141,112.95,-10.95,113.45,-11.45,2,2,,,,,,
142,112.95,-11.45,113.45,-11.95,3,2,,,,,,
143,112.95,-11.95,113.45,-12.45,4,2,,,,,,
144,112.95,-12.45,113.45,-12.95,5,2,,,,,,
145,112.95,-12.95,113.45,-13.45,6,2,,,,,,
146,112.95,-13.45,113.45,-13.95,7,2,,,,,,
147,112.95,-13.95,113.45,-14.45,8,2,,,,,,
148,112.95,-14.45,113.45,-14.95,9,2,,,,,,
149,112.95,-14.95,113.45,-15.45,10,2,,,,,,
150,112.95,-15.45,113.45,-15.95,11,2,,,,,,
151,112.95,-15.95,113.45,-16.45,12,2,,,,,,
152,112.95,-16.45,113.45,-16.95,13,2,,,,,,
153,112.95,-16.95,113.45,-17.45,14,2,,,,,,
154,112.95,-17.45,113.45,-17.95,15,2,,,,,,
155,112.95,-17.95,113.45,-18.45,16,2,,,,,,
156,112.95,-18.45,113.45,-18.95,17,2,,,,,,
157,112.95,-18.95,113.45,-19.45,18,2,,,,,,
158,112.95,-19.45,113.45,-19.95,19,2,,,,,,
159,112.95,-19.95,113.45,-20.45,20,2,,,,,,
160,112.95,-20.45,113.45,-20.95,21,2,,,,,,
161,112.95,-20.95,113.45,-21.45,22,2,,,,,,
162,112.95,-21.45,113.45,-21.95,23,2,,,,,,
163,112.95,-21.95,113.45,-22.45,24,2,0,0,0,0,0,0
164,112.95,-22.45,113.45,-22.95,25,2,0,0,0,0,0,0
165,112.95,-22.95,113.45,-23.45,26,2,0,0,0,0,0,0
166,112.95,-23.45,113.45,-23.95,27,2,0,0,0,0,0,0
167,112.95,-23.95,113.45,-24.45,28,2,0,0,0,0,0,0
168,112.95,-24.45,113.45,-24.95,29,2,0,0,0,0,0,0
169,112.95,-24.95,113.45,-25.45,30,2,290,232,174,117,59,1
170,112.95,-25.45,113.45,-25.95,31,2,432,432,432,431,431,431
171,112.95,-25.95,113.45,-26.45,32,2,214,216,218,219,221,223
172,112.95,-26.45,113.45,-26.95,33,2,18,18,18,18,18,18
173,112.95,-26.95,113.45,-27.45,34,2,0,0,0,0,0,0
174,112.95,-27.45,113.45,-27.95,35,2,0,0,0,0,0,0
175,112.95,-27.95,113.45,-28.45,36,2,0,0,0,0,0,0
176,112.95,-28.45,113.45,-28.95,37,2,0,0,0,0,0,0
177,112.95,-28.95,113.45,-29.45,38,2,0,0,0,0,0,0
178,112.95,-29.45,113.45,-29.95,39,2,0,0,0,0,0,0
179,112.95,-29.95,113.45,-30.45,40,2,0,0,0,0,0,0
180,112.95,-30.45,113.45,-30.95,41,2,0,0,0,0,0,0
181,112.95,-30.95,113.45,-31.45,42,2,0,0,0,0,0,0
182,112.95,-31.45,113.45,-31.95,43,2,0,0,0,0,0,0
183,112.95,-31.95,113.45,-32.45,44,2,0,0,0,0,0,0
184,112.95,-32.45,113.45,-32.95,45,2,0,0,0,0,0,0
185,112.95,-32.95,113.45,-33.45,46,2,0,0,0,0,0,0
186,112.95,-33.45,113.45,-33.95,47,2,0,0,0,0,0,0
187,112.95,-33.95,113.45,-34.45,48,2,0,0,0,0,0,0
188,112.95,-34.45,113.45,-34.95,49,2,0,0,0,0,0,0
189,112.95,-34.95,113.45,-35.45,50,2,0,0,0,0,0,0
190,112.95,-35.45,113.45,-35.95,51,2,0,0,0,0,0,0
191,112.95,-35.95,113.45,-36.45,52,2,0,0,0,0,0,0
192,112.95,-36.45,113.45,-36.95,53,2,0,0,0,0,0,0
193,112.95,-36.95,113.45,-37.45,54,2,0,0,0,0,0,0
194,112.95,-37.45,113.45,-37.95,55,2,0,0,0,0,0,0
195,112.95,-37.95,113.45,-38.45,56,2,0,0,0,0,0,0
196,112.95,-38.45,113.45,-38.95,57,2,0,0,0,0,0,0
197,112.95,-38.95,113.45,-39.45,58,2,0,0,0,0,0,0
198,112.95,-39.45,113.45,-39.95,59,2,0,0,0,0,0,0
199,112.95,-39.95,113.45,-40.45,60,2,0,0,0,0,0,0
200,112.95,-40.45,113.45,-40.95,61,2,0,0,0,0,0,0
201,112.95,-40.95,113.45,-41.45,62,2,0,0,0,0,0,0
202,112.95,-41.45,113.45,-41.95,63,2,0,0,0,0,0,0
203,112.95,-41.95,113.45,-42.45,64,2,0,0,0,0,0,0
204,112.95,-42.45,113.45,-42.95,65,2,0,0,0,0,0,0
205,112.95,-42.95,113.45,-43.45,66,2,0,0,0,0,0,0
206,112.95,-43.45,113.45,-43.95,67,2,,,,,,
207,112.95,-43.95,113.45,-44.45,68,2,,,,,,
208,113.45,-9.95,113.95,-10.45,0,3,,,,,,
209,113.45,-10.45,113.95,-10.95,1,3,,,,,,
210,113.45,-10.95,113.95,-11.45,2,3,,,,,,
211,113.45,-11.45,113.95,-11.95,3,3,,,,,,
212,113.45,-11.95,113.95,-12.45,4,3,,,,,,
213,113.45,-12.45,113.95,-12.95,5,3,,,,,,
214,113.45,-12.95,113.95,-13.45,6,3,,,,,,
215,113.45,-13.45,113.95,-13.95,7,3,,,,,,
216,113.45,-13.95,113.95,-14.45,8,3,,,,,,
217,113.45,-14.45,113.95,-14.95,9,3,,,,,,
218,113.45,-14.95,113.95,-15.45,10,3,,,,,,
219,113.45,-15.45,113.95,-15.95,11,3,,,,,,
220,113.45,-15.95,113.95,-16.45,12,3,,,,,,
221,113.45,-16.45,113.95,-16.95,13,3,,,,,,
222,113.45,-16.95,113.95,-17.45,14,3,,,,,,
223,113.45,-17.45,113.95,-17.95,15,3,,,,,,
224,113.45,-17.95,113.95,-18.45,16,3,,,,,,
225,113.45,-18.45,113.95,-18.95,17,3,,,,,,
226,113.45,-18.95,113.95,-19.45,18,3,0,0,0,0,0,0
227,113.45,-19.45,113.95,-19.95,19,3,0,0,0,0,0,0
228,113.45,-19.95,113.95,-20.45,20,3,0,0,0,0,0,0
229,113.45,-20.45,113.95,-20.95,21,3,0,0,0,0,0,0
230,113.45,-20.95,113.95,-21.45,22,3,0,0,0,0,0,0
231,113.45,-21.45,113.95,-21.95,23,3,0,0,0,0,0,0
232,113.45,-21.95,113.95,-22.45,24,3,15,18,21,24,27,30
233,113.45,-22.45,113.95,-22.95,25,3,0,0,0,0,0,0
234,113.45,-22.95,113.95,-23.45,26,3,0,0,0,0,0,0
235,113.45,-23.45,113.95,-23.95,27,3,11,11,11,11,11,11
236,113.45,-23.95,113.95,-24.45,28,3,0,0,0,0,0,0
237,113.45,-24.45,113.95,-24.95,29,3,231,278,324,371,417,464
238,113.45,-24.95,113.95,-25.45,30,3,265,372,479,586,693,800
239,113.45,-25.45,113.95,-25.95,31,3,8,38,67,97,126,156
240,113.45,-25.95,113.95,-26.45,32,3,0,0,0,0,0,0
241,113.45,-26.45,113.95,-26.95,33,3,352,347,342,337,332,327
242,113.45,-26.95,113.95,-27.45,34,3,754,744,734,723,713,703
243,113.45,-27.45,113.95,-27.95,35,3,0,0,0,0,0,0
244,113.45,-27.95,113.95,-28.45,36,3,0,0,0,0,0,0
245,113.45,-28.45,113.95,-28.95,37,3,0,0,0,0,0,0
246,113.45,-28.95,113.95,-29.45,38,3,0,0,0,0,0,0
247,113.45,-29.45,113.95,-29.95,39,3,0,0,0,0,0,0
248,113.45,-29.95,113.95,-30.45,40,3,0,0,0,0,0,0
249,113.45,-30.45,113.95,-30.95,41,3,0,0,0,0,0,0
250,113.45,-30.95,113.95,-31.45,42,3,0,0,0,0,0,0
251,113.45,-31.45,113.95,-31.95,43,3,0,0,0,0,0,0
252,113.45,-31.95,113.95,-32.45,44,3,0,0,0,0,0,0
253,113.45,-32.45,113.95,-32.95,45,3,0,0,0,0,0,0
254,113.45,-32.95,113.95,-33.45,46,3,0,0,0,0,0,0
255,113.45,-33.45,113.95,-33.95,47,3,0,0,0,0,0,0
256,113.45,-33.95,113.95,-34.45,48,3,0,0,0,0,0,0
257,113.45,-34.45,113.95,-34.95,49,3,0,0,0,0,0,0
258,113.45,-34.95,113.95,-35.45,50,3,0,0,0,0,0,0
259,113.45,-35.45,113.95,-35.95,51,3,0,0,0,0,0,0
260,113.45,-35.95,113.95,-36.45,52,3,0,0,0,0,0,0
261,113.45,-36.45,113.95,-36.95,53,3,0,0,0,0,0,0
262,113.45,-36.95,113.95,-37.45,54,3,0,0,0,0,0,0
263,113.45,-37.45,113.95,-37.95,55,3,0,0,0,0,0,0
264,113.45,-37.95,113.95,-38.45,56,3,0,0,0,0,0,0
265,113.45,-38.45,113.95,-38.95,57,3,0,0,0,0,0,0
266,113.45,-38.95,113.95,-39.45,58,3,0,0,0,0,0,0
267,113.45,-39.45,113.95,-39.95,59,3,0,0,0,0,0,0
268,113.45,-39.95,113.95,-40.45,60,3,0,0,0,0,0,0
269,113.45,-40.45,113.95,-40.95,61,3,0,0,0,0,0,0
270,113.45,-40.95,113.95,-41.45,62,3,0,0,0,0,0,0
271,113.45,-41.45,113.95,-41.95,63,3,0,0,0,0,0,0
272,113.45,-41.95,113.95,-42.45,64,3,0,0,0,0,0,0
273,113.45,-42.45,113.95,-42.95,65,3,0,0,0,0,0,0
274,113.45,-42.95,113.95,-43.45,66,3,0,0,0,0,0,0
275,113.45,-43.45,113.95,-43.95,67,3,,,,,,
276,113.45,-43.95,113.95,-44.45,68,3,,,,,,
277,113.95,-9.95,114.45,-10.45,0,4,,,,,,
278,113.95,-10.45,114.45,-10.95,1,4,,,,,,
279,113.95,-10.95,114.45,-11.45,2,4,,,,,,
280,113.95,-11.45,114.45,-11.95,3,4,,,,,,
281,113.95,-11.95,114.45,-12.45,4,4,,,,,,
282,113.95,-12.45,114.45,-12.95,5,4,,,,,,
283,113.95,-12.95,114.45,-13.45,6,4,,,,,,
284,113.95,-13.45,114.45,-13.95,7,4,,,,,,
285,113.95,-13.95,114.45,-14.45,8,4,,,,,,
286,113.95,-14.45,114.45,-14.95,9,4,,,,,,
287,113.95,-14.95,114.45,-15.45,10,4,,,,,,
288,113.95,-15.45,114.45,-15.95,11,4,0,0,0,0,0,0
289,113.95,-15.95,114.45,-16.45,12,4,0,0,0,0,0,0
290,113.95,-16.45,114.45,-16.95,13,4,0,0,0,0,0,0
291,113.95,-16.95,114.45,-17.45,14,4,0,0,0,0,0,0
292,113.95,-17.45,114.45,-17.95,15,4,0,0,0,0,0,0
293,113.95,-17.95,114.45,-18.45,16,4,0,0,0,0,0,0
294,113.95,-18.45,114.45,-18.95,17,4,0,0,0,0,0,0
295,113.95,-18.95,114.45,-19.45,18,4,0,0,0,0,0,0
296,113.95,-19.45,114.45,-19.95,19,4,0,0,0,0,0,0
297,113.95,-19.95,114.45,-20.45,20,4,0,0,0,0,0,0
298,113.95,-20.45,114.45,-20.95,21,4,0,0,0,0,0,0
299,113.95,-20.95,114.45,-21.45,22,4,0,0,0,0,0,0
300,113.95,-21.45,114.45,-21.95,23,4,31,31,31,30,30,30
301,113.95,-21.95,114.45,-22.45,24,4,1424,1658,1891,2125,2358,2592
302,113.95,-22.45,114.45,-22.95,25,4,1266,1465,1663,1862,2060,2259
303,113.95,-22.95,114.45,-23.45,26,4,84,84,84,84,84,84
304,113.95,-23.45,114.45,-23.95,27,4,1332,1337,1342,1346,1351,1356
305,113.95,-23.95,114.45,-24.45,28,4,893,900,907,913,920,927
306,113.95,-24.45,114.45,-24.95,29,4,22,22,22,22,22,22
307,113.95,-24.95,114.45,-25.45,30,4,18,17,16,16,15,14
308,113.95,-25.45,114.45,-25.95,31,4,44,44,44,44,44,44
309,113.95,-25.95,114.45,-26.45,32,4,0,0,0,0,0,0
310,113.95,-26.45,114.45,-26.95,33,4,82,82,82,82,82,82
311,113.95,-26.95,114.45,-27.45,34,4,6653,6514,6375,6235,6096,5957
312,113.95,-27.45,114.45,-27.95,35,4,1212,1199,1185,1172,1158,1145
313,113.95,-27.95,114.45,-28.45,36,4,3250,3224,3199,3173,3148,3122
314,113.95,-28.45,114.45,-28.95,37,4,0,0,0,0,0,0
315,113.95,-28.95,114.45,-29.45,38,4,0,0,0,0,0,0
316,113.95,-29.45,114.45,-29.95,39,4,0,0,0,0,0,0
317,113.95,-29.95,114.45,-30.45,40,4,0,0,0,0,0,0
318,113.95,-30.45,114.45,-30.95,41,4,0,0,0,0,0,0
319,113.95,-30.95,114.45,-31.45,42,4,0,0,0,0,0,0
320,113.95,-31.45,114.45,-31.95,43,4,0,0,0,0,0,0
321,113.95,-31.95,114.45,-32.45,44,4,0,0,0,0,0,0
322,113.95,-32.45,114.45,-32.95,45,4,0,0,0,0,0,0
323,113.95,-32.95,114.45,-33.45,46,4,0,0,0,0,0,0
324,113.95,-33.45,114.45,-33.95,47,4,0,0,0,0,0,0
325,113.95,-33.95,114.45,-34.45,48,4,0,0,0,0,0,0
326,113.95,-34.45,114.45,-34.95,49,4,0,0,0,0,0,0
327,113.95,-34.95,114.45,-35.45,50,4,0,0,0,0,0,0
328,113.95,-35.45,114.45,-35.95,51,4,0,0,0,0,0,0
329,113.95,-35.95,114.45,-36.45,52,4,0,0,0,0,0,0
330,113.95,-36.45,114.45,-36.95,53,4,0,0,0,0,0,0
331,113.95,-36.95,114.45,-37.45,54,4,0,0,0,0,0,0
332,113.95,-37.45,114.45,-37.95,55,4,0,0,0,0,0,0
333,113.95,-37.95,114.45,-38.45,56,4,0,0,0,0,0,0
334,113.95,-38.45,114.45,-38.95,57,4,0,0,0,0,0,0
335,113.95,-38.95,114.45,-39.45,58,4,0,0,0,0,0,0
336,113.95,-39.45,114.45,-39.95,59,4,0,0,0,0,0,0
337,113.95,-39.95,114.45,-40.45,60,4,0,0,0,0,0,0
338,113.95,-40.45,114.45,-40.95,61,4,0,0,0,0,0,0
339,113.95,-40.95,114.45,-41.45,62,4,0,0,0,0,0,0
340,113.95,-41.45,114.45,-41.95,63,4,0,0,0,0,0,0
341,113.95,-41.95,114.45,-42.45,64,4,0,0,0,0,0,0
342,113.95,-42.45,114.45,-42.95,65,4,0,0,0,0,0,0
343,113.95,-42.95,114.45,-43.45,66,4,0,0,0,0,0,0
344,113.95,-43.45,114.45,-43.95,67,4,,,,,,
345,113.95,-43.95,114.45,-44.45,68,4,,,,,,
346,114.45,-9.95,114.95,-10.45,0,5,,,,,,
347,114.45,-10.45,114.95,-10.95,1,5,,,,,,
348,114.45,-10.95,114.95,-11.45,2,5,,,,,,
349,114.45,-11.45,114.95,-11.95,3,5,,,,,,
350,114.45,-11.95,114.95,-12.45,4,5,0,0,0,0,0,0
351,114.45,-12.45,114.95,-12.95,5,5,0,0,0,0,0,0
352,114.45,-12.95,114.95,-13.45,6,5,0,0,0,0,0,0
353,114.45,-13.45,114.95,-13.95,7,5,0,0,0,0,0,0
354,114.45,-13.95,114.95,-14.45,8,5,0,0,0,0,0,0
355,114.45,-14.45,114.95,-14.95,9,5,0,0,0,0,0,0
356,114.45,-14.95,114.95,-15.45,10,5,0,0,0,0,0,0
357,114.45,-15.45,114.95,-15.95,11,5,0,0,0,0,0,0
358,114.45,-15.95,114.95,-16.45,12,5,0,0,0,0,0,0
359,114.45,-16.45,114.95,-16.95,13,5,0,0,0,0,0,0
360,114.45,-16.95,114.95,-17.45,14,5,0,0,0,0,0,0
361,114.45,-17.45,114.95,-17.95,15,5,0,0,0,0,0,0
362,114.45,-17.95,114.95,-18.45,16,5,0,0,0,0,0,0
363,114.45,-18.45,114.95,-18.95,17,5,0,0,0,0,0,0
364,114.45,-18.95,114.95,-19.45,18,5,0,0,0,0,0,0
365,114.45,-19.45,114.95,-19.95,19,5,0,0,0,0,0,0
366,114.45,-19.95,114.95,-20.45,20,5,0,0,0,0,0,0
367,114.45,-20.45,114.95,-20.95,21,5,0,0,0,0,0,0
368,114.45,-20.95,114.95,-21.45,22,5,0,0,0,0,0,0
369,114.45,-21.45,114.95,-21.95,23,5,317,368,419,469,520,571
370,114.45,-21.95,114.95,-22.45,24,5,3702,4062,4423,4783,5144,5504
371,114.45,-22.45,114.95,-22.95,25,5,50,50,50,50,50,50
372,114.45,-22.95,114.95,-23.45,26,5,13,13,13,13,13,13
373,114.45,-23.45,114.95,-23.95,27,5,13,13,13,13,13,13
374,114.45,-23.95,114.95,-24.45,28,5,201,201,201,201,201,201
375,114.45,-24.45,114.95,-24.95,29,5,488,489,491,492,494,495
376,114.45,-24.95,114.95,-25.45,30,5,13035,13037,13039,13042,13044,13046
377,114.45,-25.45,114.95,-25.95,31,5,12996,13000,13004,13009,13013,13017
378,114.45,-25.95,114.95,-26.45,32,5,0,0,0,0,0,0
379,114.45,-26.45,114.95,-26.95,33,5,5,5,5,5,5,5
380,114.45,-26.95,114.95,-27.45,34,5,549,550,550,551,551,552
381,114.45,-27.45,114.95,-27.95,35,5,150,150,150,149,149,149
382,114.45,-27.95,114.95,-28.45,36,5,1465,1465,1465,1464,1464,1464
383,114.45,-28.45,114.95,-28.95,37,5,4107,3891,3675,3460,3244,3028
384,114.45,-28.95,114.95,-29.45,38,5,2006,1846,1686,1525,1365,1205
385,114.45,-29.45,114.95,-29.95,39,5,0,0,0,0,0,0
386,114.45,-29.95,114.95,-30.45,40,5,0,0,0,0,0,0
387,114.45,-30.45,114.95,-30.95,41,5,0,0,0,0,0,0
388,114.45,-30.95,114.95,-31.45,42,5,0,0,0,0,0,0
389,114.45,-31.45,114.95,-31.95,43,5,0,0,0,0,0,0
390,114.45,-31.95,114.95,-32.45,44,5,0,0,0,0,0,0
391,114.45,-32.45,114.95,-32.95,45,5,0,0,0,0,0,0
392,114.45,-32.95,114.95,-33.45,46,5,0,0,0,0,0,0
393,114.45,-33.45,114.95,-33.95,47,5,0,0,0,0,0,0
394,114.45,-33.95,114.95,-34.45,48,5,0,0,0,0,0,0
395,114.45,-34.45,114.95,-34.95,49,5,0,0,0,0,0,0
396,114.45,-34.95,114.95,-35.45,50,5,0,0,0,0,0,0
397,114.45,-35.45,114.95,-35.95,51,5,0,0,0,0,0,0
398,114.45,-35.95,114.95,-36.45,52,5,0,0,0,0,0,0
399,114.45,-36.45,114.95,-36.95,53,5,0,0,0,0,0,0
400,114.45,-36.95,114.95,-37.45,54,5,0,0,0,0,0,0
401,114.45,-37.45,114.95,-37.95,55,5,0,0,0,0,0,0
402,114.45,-37.95,114.95,-38.45,56,5,0,0,0,0,0,0
403,114.45,-38.45,114.95,-38.95,57,5,0,0,0,0,0,0
404,114.45,-38.95,114.95,-39.45,58,5,0,0,0,0,0,0
405,114.45,-39.45,114.95,-39.95,59,5,0,0,0,0,0,0
406,114.45,-39.95,114.95,-40.45,60,5,0,0,0,0,0,0
407,114.45,-40.45,114.95,-40.95,61,5,0,0,0,0,0,0
