Site,Dist,Site name,Start,End,Lat,Lon,Source,STA,Height (m),Bar_ht,WMO
001000,01,KARUNJIE,1940,1983,-16.2919,127.1956,.....,WA,320,..,..
001001,01,OOMBULGURRI,1914,2012,-15.1806,127.8456,GPS,WA,2,..,..
001002,01,BEVERLEY SP,1959,1967,-16.5825,125.4828,.....,WA,..,..,..
001003,01,PAGO MISSION,1908,1940,-14.1331,126.7158,.....,WA,5,24.4,..
001004,01,KUNMUNYA,1915,1948,-15.4167,124.7167,.....,WA,47,..,..
001005,01,WYNDHAM PORT,1886,1995,-15.4644,128.1,.....,WA,20,..,..
001006,01,WYNDHAM AERO,1951,..,-15.51,128.1503,GPS,WA,3.8,4.3,95214
001007,01,TROUGHTON ISLAND,1956,..,-13.7542,126.1485,GPS,WA,6,8,94102
001008,01,MOUNT ELIZABETH OLD SITE,1959,1978,-16.3017,126.1825,.....,WA,640,..,..
001009,01,KURI BAY,1961,2012,-15.4875,124.5222,GPS,WA,12,17,..
001010,01,THEDA,1965,..,-14.7885,126.4963,GPS,WA,210,..,..
001011,01,PANTA DOWNS,1966,1969,-16.0497,124.95,.....,WA,..,..,..
001012,01,MITCHELL PLATEAU,1968,2002,-14.7925,125.8258,GPS,WA,315,269,..
001013,01,WYNDHAM,1968,..,-15.4869,128.1236,GPS,WA,11,..,..
001014,01,EMMA GORGE,1998,..,-15.9083,128.1286,.....,WA,130,..,..
001015,01,KING RIVER PUMPING STN,1923,1931,-15.6,128.0833,.....,WA,..,..,..
001016,01,CARSON RIVER STATION,1970,1997,-14.4861,126.7664,.....,WA,59,..,..
001017,01,NULLA NULLA,1923,1926,-15.5,127.8333,.....,WA,..,..,..
001018,01,MOUNT ELIZABETH,1973,..,-16.4181,126.1025,GPS,WA,546,547,94211
001019,01,KALUMBURU,1997,..,-14.2964,126.6453,GPS,WA,23,24,94100
001020,01,TRUSCOTT,1944,..,-14.09,126.3867,GPS,WA,51,52.5,95101
001021,01,KALUMBURU MISSION,1941,2005,-14.2961,126.6431,GPS,WA,23,24,94101
001022,01,WYNDHAM SIX MILE HOTEL,1900,1917,-15.4997,128.1997,.....,WA,..,..,..
001023,01,EL QUESTRO,1967,..,-16.0086,127.9806,GPS,WA,90,..,..
001024,01,ELLENBRAE,1986,..,-15.9572,127.0628,GPS,WA,300,..,..
001025,01,DOONGAN,1988,..,-15.3797,126.3114,GPS,WA,385,386,94215
001026,01,DRYSDALE RIVER STATION,1988,..,-15.7031,126.3781,GPS,WA,370,..,..
001027,01,DIGGERS REST,1971,..,-15.6394,128.0803,GPS,WA,14,..,..
001028,01,HOME VALLEY,1991,..,-15.7231,127.8292,GPS,WA,10,..,..
001029,01,WYNDHAM NORTH,1989,1996,-15.4467,128.1075,.....,WA,15,..,..
001030,01,KIMBERLEY COASTAL CAMP,1995,..,-14.5786,125.9133,GPS,WA,3,..,..
001031,01,FARAWAY BAY,1996,..,-13.96,127.1964,GPS,WA,60,..,..
001032,01,MCGOWAN ISLAND,1997,2000,-14.1472,126.6483,GPS,WA,6,..,..
001033,01,DRYSDALE RIVER AIRSTRIP,1999,2003,-15.7119,126.3817,GPS,WA,380,..,..
001034,01,WEST BASTION,2001,..,-15.4533,128.1239,.....,WA,333,..,..
001035,01,PARRY CREEK FARM,2002,..,-15.5972,128.2783,GPS,WA,20,..,..
001036,01,DOONGAN ASA,2012,..,-15.3792,126.3108,GPS,WA,383.5,384.9,99215
002000,02,ALICE DOWNS,1904,2004,-17.7569,127.9386,GPS,WA,363,..,..
002001,02,ARGYLE DOWNS,1890,..,-16.5039,128.9173,GPS,WA,120,..,..
002002,02,BOHEMIA DOWNS,1906,1959,-18.8833,126.2333,.....,WA,..,..,..
002003,02,BOW RIVER,1945,1995,-16.87,128.1836,.....,WA,194,..,..
002004,02,GLEN HILL,1962,1964,-16.5833,128.3667,.....,WA,..,..,..
002005,02,CARLTON HILL,1897,..,-15.4864,128.5344,GPS,WA,20,..,..
002006,02,ASCOT,1910,1921,-15.5,128.25,.....,WA,..,..,..
002007,02,DUNHAM RIVER STATION,1920,1973,-16.3167,128.25,.....,WA,..,..,..
002008,02,FLORA VALLEY OLD,1898,1975,-18.3167,128,.....,WA,..,..,..
002009,02,GIBB RIVER,1922,..,-16.4202,126.4412,GPS,WA,488,..,..
002010,02,GORDON DOWNS,1919,1997,-18.7506,128.5842,.....,WA,354,..,..
002011,02,OLD HALLS CREEK,1890,1999,-18.2519,127.7817,.....,WA,360,..,..
002012,02,HALLS CREEK METEOROLOGICAL OFFICE,1944,..,-18.2291,127.6636,GPS,WA,422,423.9,99201
002013,02,IVANHOE STATION,1907,..,-15.69,128.6833,GPS,WA,40,..,..
002014,02,KIMBERLEY RES.STATION,1944,..,-15.6545,128.7091,GPS,WA,31,..,..
002015,02,LAMBOO,1920,2007,-18.4086,127.3547,GPS,WA,400,..,..
002016,02,LISSADELL,1895,..,-16.6742,128.5533,GPS,WA,120,..,..
002017,02,LOUISA DOWNS,1915,1995,-18.7106,126.7111,.....,WA,248,..,..
002018,02,MABEL DOWNS,1922,2004,-17.1792,128.1217,GPS,WA,254,..,..
002019,02,MARGARET RIVER STATION,1913,..,-18.6253,126.8617,GPS,WA,280,..,..
002020,02,MOOLA BULLA,1903,..,-18.1894,127.5011,GPS,WA,430,..,..
002021,02,MOUNT AMHURST,1925,..,-18.3869,126.9892,GPS,WA,300,..,..
002022,02,MOUNT WINIFRED,2000,..,-18.016,126.3033,GPS,WA,180,..,..
002023,02,NICHOLSON,1921,..,-18.031,128.8941,GPS,WA,380,..,..
002024,02,ORD RIVER,1894,1967,-17.4,128.85,.....,WA,..,..,..
002025,02,ROCKHOLE DOWNS,1922,1949,-18.3667,127.5667,.....,WA,..,..,..
002026,02,RUBY PLAINS,1900,..,-18.5959,127.642,GPS,WA,450,..,..
002027,02,SPEEWA STATION,1908,1944,-16.35,128.0333,.....,WA,..,..,..
002028,02,SPRING CREEK,1927,..,-16.818,128.8656,GPS,WA,180,..,..
002029,02,STURT CREEK,1899,..,-19.1625,128.1633,GPS,WA,400,..,..
002030,02,YULMBU,1950,..,-17.2986,126.9158,GPS,WA,450,..,..
002031,02,TEXAS DOWNS,1922,1995,-17.0103,128.4669,.....,WA,250,..,..
002032,02,WARMUN,1897,..,-17.0154,128.2174,GPS,WA,203,205,94213
002033,02,TURNER RIVER,1920,1965,-17.8,128.3,.....,WA,..,..,..
002034,02,ELVIRE,1962,1969,-18.45,127.95,.....,WA,..,..,..
002035,02,GREENVALE,1914,1944,-17.15,127.75,.....,WA,..,..,..
002036,02,OLD MORNINGTON HOMESTEAD,2002,..,-17.3922,126.2306,GPS,WA,280,..,..
002037,02,VIOLET VALLEY,1912,1941,-17.3,128,.....,WA,..,..,..
002038,02,KUNUNURRA,1962,1991,-15.7828,128.7353,.....,WA,47,..,..
002039,02,DIMOND GORGE,1963,1989,-17.6667,126.0333,.....,WA,..,..,..
002040,02,SAUNDERS CREEK,1964,1974,-18.0333,127.9833,.....,WA,..,..,..
002041,02,ORD RIVER REGENERATION STATION,1962,1997,-17.385,128.9231,GPS,WA,170,..,..
002042,02,GLENROY,1932,1993,-17.3594,126.1086,.....,WA,240,..,..
002043,02,MOUNT KRAUSS,1999,..,-18.3368,126.1243,GPS,WA,160,..,..
002044,02,LAKE ARGYLE RESORT,1969,..,-16.1119,128.7414,GPS,WA,163,..,..
002045,02,FOAL CREEK,1970,1970,-17.3167,127.7,.....,WA,..,..,..
002046,02,ADA VALE,1920,1925,-16.95,128.1,.....,WA,..,..,..
002047,02,BEDFORD DOWNS,1970,..,-17.2631,127.4617,GPS,WA,530,..,..
002048,02,FLORA VALLEY,1970,..,-18.2972,128.4419,GPS,WA,380,..,..
002049,02,SOPHIE DOWNS,1980,..,-18.1947,127.8147,GPS,WA,400,..,..
002050,02,SPRINGVALE,1991,..,-17.7842,127.6853,GPS,WA,420,..,..
002051,02,BILLILUNA,1970,..,-19.5557,127.6661,GPS,WA,305,..,..
002052,02,TROPICAL FARM - ORD RIVER,1980,2005,-15.8367,128.7397,GPS,WA,40,..,..
002053,02,LANSDOWNE,1947,..,-17.6133,126.7442,GPS,WA,400,..,..
002054,02,SPRINGVALE WEST,1971,1972,-17.8333,127.2333,.....,WA,..,..,..
002055,02,LEWIS CREEK,1936,1940,-19.1,128.5333,.....,WA,..,..,..
002056,02,KUNUNURRA AERO,1971,..,-15.7814,128.71,GPS,WA,44,44.4,94216
002057,02,BUNGLE BUNGLE NATIONAL PARK,1990,2005,-17.4206,128.2992,GPS,WA,320,..,..
002058,02,EUROTO,1935,1940,-18.35,128.4833,.....,WA,..,..,..
002059,02,RUBY CREEK GOLDMINE,1898,1900,-18.4333,127.75,.....,WA,..,..,..
002060,02,KINGSTON REST,1969,..,-16.0397,128.415,GPS,WA,69,..,..
002061,02,CARRANYA,1963,..,-19.3322,127.6367,GPS,WA,338,..,..
002062,02,FOX RIVER,1975,2023,-18.4233,128.0308,GPS,WA,310,..,..
002063,02,LARRANGANNI,1976,1978,-19.8761,128.4581,.....,WA,470,..,..
002064,02,ARGYLE AERODROME,1986,..,-16.638,128.4516,GPS,WA,164,165,94217
002065,02,MORNINGTON,1991,2004,-17.3936,126.2281,GPS,WA,280,..,..
002066,02,CARRANYA 2,1991,1995,-19.1764,127.6497,.....,WA,350,..,..
002067,02,KUNUNURRA CHECKPOINT,1993,..,-15.9816,128.9991,GPS,WA,80,..,..
002068,02,MARION DOWNS,1993,..,-17.0716,126.8494,GPS,WA,460,..,..
002069,02,KACHANA,1993,..,-16.4433,127.7836,GPS,WA,270,..,..
002070,02,PHILLIPS RANGE,1994,1995,-16.8828,126.1267,.....,WA,416,..,..
002071,02,HALLS CREEK COMPARISON (OLD),1996,2001,-18.2303,127.6625,GPS,WA,422,424,..
002072,02,BEDFORD DOWNS AIRSTRIP,2011,..,-17.2797,127.4648,GPS,WA,531,..,..
002073,02,MARGARET RIVER AIRSTRIP,2006,..,-18.6217,126.8831,GPS,WA,270,..,..
002074,02,MOOLA BULLA AIRSTRIP,2003,..,-18.1958,127.4948,GPS,WA,440,..,..
002075,02,BULKA,1995,..,-19.0372,126.0933,GPS,WA,190,..,..
002076,02,MORNINGTON,2004,..,-17.5115,126.1095,GPS,WA,190,..,..
002077,02,SIDDINS CREEK,2009,..,-16.9203,126.5511,GPS,WA,410,..,..
002078,02,LARRAWA AIRFIELD,2009,..,-18.8318,126.5301,GPS,WA,270,..,..
002081,02,HALLS CREEK AIRPORT (AUTO EVAP),2024,..,-18.2337,127.6666,GPS,WA,409.4,410.7,99288
003000,03,BEAGLE BAY,1902,..,-16.9807,122.6662,GPS,WA,9,..,..
003001,03,COUNTRY DOWNS,1969,..,-17.2767,122.5711,GPS,WA,153,..,..
003002,03,BROOME POST OFFICE,1889,1953,-17.95,122.25,.....,WA,19,..,..
003003,03,BROOME AIRPORT,1939,..,-17.9475,122.2352,GPS,WA,7.4,8.7,94203
003004,03,CAPE LEVEQUE,1917,..,-16.3961,122.9278,GPS,WA,25,..,..
003005,03,FAIRFIELD STATION,1950,2021,-17.5725,125.0675,GPS,WA,120,..,..
003006,03,FITZROY CROSSING COMP.,1893,2000,-18.1919,125.5644,GPS,WA,114,..,..
003007,03,DERBY POST OFFICE,1882,1997,-17.3044,123.6292,.....,WA,8,9.4,..
003008,03,ELLENDALE,1919,..,-17.9281,124.8108,GPS,WA,120,..,..
003009,03,JUBILEE DOWNS,1937,..,-18.3547,125.3033,GPS,WA,100,..,..
003010,03,KIMBERLEY DOWNS,1885,..,-17.3927,124.3574,GPS,WA,90,..,..
003011,03,LEOPOLD DOWNS,1899,2021,-17.7535,125.3807,GPS,WA,220,..,..
003012,03,LIVERINGA UPPER,1898,2002,-18.0483,124.1728,GPS,WA,60,..,..
003013,03,LULUIGUI,1920,1983,-18.145,124.0275,.....,WA,80,..,..
003014,03,GOGO STATION,1908,..,-18.2914,125.5869,GPS,WA,150,..,..
003015,03,MEDA,1911,..,-17.368,123.9956,GPS,WA,75,..,..
003016,03,MOUNT ANDERSON,1899,1986,-18.0358,123.9286,.....,WA,40,..,..
003017,03,MOUNT HOUSE STATION,1923,..,-17.0516,125.7051,GPS,WA,270,..,..
003018,03,MYROODAH,1907,..,-18.1225,124.2692,GPS,WA,60,..,..
003019,03,NAPIER DOWNS,1912,..,-17.3305,124.8166,GPS,WA,80,..,..
003020,03,NERRIMA,1935,..,-18.4922,124.3992,GPS,WA,95,..,..
003021,03,NOONKANBAH,1898,1992,-18.4875,124.8231,.....,WA,70,..,..
003022,03,QUANBUN DOWNS,1898,..,-18.3817,125.2267,GPS,WA,100,..,..
003023,03,ROEBUCK PLAINS,1902,..,-17.9315,122.4722,GPS,WA,15,..,..
003024,03,UDIALLA,1930,..,-17.9464,123.7383,GPS,WA,20,..,..
003025,03,COCKATOO ISLAND,1948,2014,-16.0992,123.6161,GPS,WA,91,..,..
003026,03,YEEDA,1890,..,-17.6153,123.6483,GPS,WA,5,..,..
003027,03,FOSSIL DOWNS,1904,..,-18.1386,125.7764,GPS,WA,120,..,..
003028,03,ANNA PLAINS,1908,..,-19.2536,121.4861,GPS,WA,10,..,..
003029,03,FRAZIER DOWNS,1910,1980,-18.7983,121.7125,.....,WA,9,..,..
003030,03,BIDYADANGA,1891,..,-18.6844,121.7803,GPS,WA,11,12,94202
003031,03,LOMBADINA MISSION,1946,1993,-16.5167,122.8908,.....,WA,20,..,..
003032,03,DERBY AERO,1951,..,-17.3706,123.6611,GPS,WA,6.2,6.7,95205
003033,03,BLINA,1938,..,-17.7472,124.5283,GPS,WA,60,..,..
003034,03,ECO BEACH,1998,1999,-18.3381,122.0758,GPS,WA,15,..,..
003035,03,MUNJA,1922,1948,-16.4,124.95,.....,WA,..,..,..
003036,03,BROOME QUARANTINE STATION,1952,1953,-18,122.2167,.....,WA,9,..,..
003037,03,MUNKAYARRA,1958,1958,-17.4333,123.75,.....,WA,..,..,..
003038,03,LIVERINGA 2,1958,1960,-17.95,124.1667,.....,WA,..,..,..
003039,03,SILENT GROVE,1959,1972,-16.9667,125.3,.....,WA,..,..,..
003040,03,CAMBALLIN,1958,..,-17.9903,124.1922,GPS,WA,45,..,..
003041,03,KILTO STATION,1962,..,-17.6924,122.7127,GPS,WA,60,..,..
003042,03,TALGARNO,1959,1963,-19.2833,121.5,.....,WA,3,21,..
003043,03,CHRISTMAS CREEK HOMESTEAD,1960,..,-18.8772,125.9207,GPS,WA,160,..,..
003044,03,BROOKING SPRINGS,1901,..,-18.1103,125.6431,GPS,WA,110,..,..
003045,03,CALANGADIE,1921,1939,-19.1,121.5,.....,WA,..,..,..
003046,03,CHERRABUN,1906,1972,-18.4833,125.3333,.....,WA,91,..,..
003047,03,DAMPIER DOWNS,1929,1940,-18.4,123.1,.....,WA,..,..,..
003048,03,CHERRABUN,1962,..,-18.9159,125.5264,GPS,WA,151,..,..
003049,03,ISADELL DOWNS,1913,1927,-16.9,125.7,.....,WA,..,..,..
003050,03,LIVERINGA LOWER,1887,1896,-17.95,124.1667,.....,WA,..,..,..
003051,03,MOUNT BARNETT,1983,..,-16.7372,125.9086,GPS,WA,401,401,..
003052,03,MOUNT HART STATION,1925,..,-16.8214,124.9151,GPS,WA,190,..,..
003053,03,OBAGAMA,1895,1934,-16.7,123.9833,.....,WA,..,..,..
003054,03,POINT TORMENT,1904,1923,-17.1,123.7,.....,WA,..,..,..
003055,03,ROLLAH,1907,1919,-18.7,121.75,.....,WA,..,..,..
003056,03,THANGOO,1892,..,-18.1792,122.3583,GPS,WA,5,..,..
003057,03,CYGNET BAY,1963,..,-16.4513,123.0087,GPS,WA,7,9,94201
003058,03,MILLAJIDDIE,1964,1969,-18.8333,124.95,.....,WA,60,..,..
003059,03,NITA DOWNS,1964,..,-19.0861,121.6764,GPS,WA,31,..,..
003060,03,ARDJORIE,1966,1973,-18.7667,123.6833,.....,WA,152,..,..
003061,03,KIMBOLTON RANGE STATION 1,1966,1978,-16.695,123.8625,.....,WA,250,..,..
003062,03,BEVERLEY SP,1959,1967,-16.5833,125.4833,.....,WA,..,..,..
003063,03,CHARNLEY RIVER,1968,..,-16.7164,125.46,GPS,WA,400,..,..
003064,03,FITZROY A.I.M,1970,1974,-18.1667,125.5833,.....,WA,..,..,..
003065,03,KALYEEDA,1972,1974,-18.55,124.7167,.....,WA,..,..,..
003066,03,PORT SMITH,1973,..,-18.5175,121.8072,GPS,WA,10,..,..
003067,03,GLAROSA POULTRY LODGE,1973,1974,-17.3333,123.6833,.....,WA,8,..,..
003068,03,DAMPIER DOWNS,1973,..,-18.5077,123.4561,GPS,WA,120,..,..
003069,03,KOOLAN ISLAND,1974,1992,-16.1306,123.7764,.....,WA,152,143.9,..
003070,03,OOBAGOOMA,1974,1974,-16.7667,123.9833,.....,WA,70,..,..
003071,03,NOONKANBAH AIRSTRIP,1944,1945,-18.5,124.8333,.....,WA,83,..,..
003072,03,ONE ARM POINT,1975,1993,-16.4508,123.0653,.....,WA,2,..,..
003073,03,KIMBOLTON,1970,..,-16.6872,123.8375,GPS,WA,25,..,..
003074,03,YAKKAMUNGA,1983,..,-17.9343,123.4736,GPS,WA,50,..,..
003075,03,DERBY MAIN ROADS,1983,..,-17.3136,123.6497,GPS,WA,18,..,..
003076,03,WESTERN FIELD,1983,1985,-19.3283,125.3886,.....,WA,240,241,..
003077,03,MOWLA BLUFF,1985,1995,-18.5914,123.6133,.....,WA,120,..,..
003078,03,CADJEBUT,1987,2003,-18.7267,125.9875,GPS,WA,200,202,..
003079,03,SHELAMAR,1989,..,-18.9897,121.7208,GPS,WA,20,..,..
003080,03,CURTIN AERO,1989,..,-17.5768,123.8297,GPS,WA,77.5,78,94204
003081,03,CURTIN,1990,1995,-17.5778,123.8222,.....,WA,91,..,..
003082,03,KIRBY GARDENS,1991,2011,-17.8672,122.3631,GPS,WA,40,..,..
003083,03,BROOME BIRD OBSERVATORY,1991,1997,-17.9769,122.3431,.....,WA,15,..,..
003084,03,DERBY (MANNING RD),1992,..,-17.3436,123.6781,GPS,WA,10,..,..
003085,03,MOUNT JOWLAENGA,1992,2002,-17.4311,123.0389,GPS,WA,80,..,..
003086,03,WILLARE BRIDGE,1992,..,-17.7278,123.6547,GPS,WA,20,..,..
003087,03,TANJUNGPANDAN,1993,2000,-17.5606,122.1458,GPS,WA,15,..,..
003088,02,LARRAWA,1995,..,-18.8375,126.5247,GPS,WA,260,..,..
003089,03,BROOME COMPARISON,1995,2000,-17.9492,122.2339,.....,WA,7,9,..
003090,03,DEBESA,1995,..,-17.7981,124.0772,GPS,WA,100,..,..
003091,03,BEEFWOOD PARK,1996,..,-18.9894,125.8478,GPS,WA,200,..,..
003092,03,SOUTH EAST WATERBANK,1996,1999,-17.8578,122.2725,GPS,WA,41,41.5,..
003093,03,FITZROY CROSSING AERO,1997,..,-18.1814,125.5619,GPS,WA,114.5,115,94206
003094,03,WINDJANA GORGE,1997,..,-17.4211,124.9246,GPS,WA,95,..,..
003095,03,PILLARA SPRINGS,1998,2003,-18.3192,125.7806,GPS,WA,160,..,..
003097,03,BEVERLEY SPRINGS AIRSTRIP,1999,2002,-16.73,125.4386,GPS,WA,393,..,..
003098,03,MOUNT HOUSE AIRSTRIP,2002,..,-17.0535,125.712,GPS,WA,270,..,..
003099,03,LEOPOLD DOWNS TBRG,2011,..,-17.7535,125.3807,GPS,WA,220,..,..
003100,03,LIVERINGA STATION,2001,..,-17.9503,124.2653,GPS,WA,55,..,..
003101,03,DAMPIER DOWNS AIRSTRIP,2006,..,-18.5096,123.4676,GPS,WA,140,..,..
003102,03,BROOME WHARF NTC AWS,1991,..,-18.0019,122.2162,GPS,WA,0,1.3,95202
003103,03,MIDDLE LAGOON,2004,..,-16.7742,122.5762,GPS,WA,15,..,..
003104,03,BIDAN,2005,2021,-17.645,123.1678,GPS,WA,50,..,..
003105,03,LAUREL DOWNS,2007,..,-18.1105,125.3347,GPS,WA,175,..,..
003106,03,ELLENDALE MINESITE,2007,2015,-17.5669,124.8411,GPS,WA,125,..,..
003107,03,SILVER GULL CREEK,2014,2015,-16.1903,123.7025,MAP 1,WA,..,..,..
003108,03,YAMPI SOUND (DEFENCE),2018,..,-16.7671,123.981,GPS,WA,41.3,41.9,95208
003109,03,BROOME NTC AWS COMPARISON,2011,2023,-18.0008,122.2183,MAP 1,WA,9.5,10,..
003111,03,BROOME AIRPORT (AUTO EVAP),2024,..,-17.9475,122.2352,GPS,WA,7.4,8.7,99289
003112,3,BROOME WHARF NTC AWS,2025,..,-18.0018,122.2166,GPS,WA,8.9,8.9,..
004000,04,ABYDOS,1917,1974,-21.4167,118.9333,.....,WA,226,..,..
004001,04,WOODBROOK,1897,1974,-20.9,117.1167,.....,WA,..,..,..
004002,04,PORT HEDLAND POST OFFICE,1897,1948,-20.3139,118.5742,.....,WA,8,..,..
004003,04,BALFOUR DOWNS,1907,1998,-22.8,120.8625,.....,WA,500,..,..
004004,04,BAMBOO CREEK,1897,..,-20.9264,120.2075,GPS,WA,250,..,..
004005,04,BAMBOO SPRINGS,1905,1978,-22.0517,119.6325,.....,WA,400,..,..
004006,04,BONNEY DOWNS,1907,..,-22.1828,119.935,GPS,WA,480,..,..
004007,04,BOODARIE,1887,1973,-20.4,118.4667,.....,WA,6,..,..
004008,04,CARLINDIE,1907,..,-20.6392,119.2431,GPS,WA,120,..,..
004009,04,COONGAN STATION,1904,1974,-20.6833,119.6667,.....,WA,..,..,..
004010,04,COOYA POOYA,1900,1974,-21.0333,117.1333,.....,WA,200,..,..
004011,04,CORUNNA DOWNS,1897,1975,-21.4667,119.8333,.....,WA,400,..,..
004012,04,DE GREY,1888,..,-20.1756,119.1908,GPS,WA,15,..,..
004013,04,ETTRICK,1901,1964,-20.5167,119.6667,.....,WA,..,..,..
004014,04,EGINBAH,1930,1974,-20.85,119.7667,.....,WA,..,..,..
004015,04,HILLSIDE STATION,1917,2020,-21.7219,119.3989,GPS,WA,271,..,..
004016,04,INDEE,1909,..,-20.7867,118.5972,GPS,WA,80,..,..
004017,04,STATION PEAK,1904,1911,-21.15,118.1,.....,WA,..,..,..
004018,04,LIMESTONE,1925,1967,-21.1833,119.8167,.....,WA,..,..,..
004019,04,MANDORA,1913,..,-19.7419,120.8433,GPS,WA,7.5,8,94200
004020,04,MARBLE BAR COMPARISON,1895,2006,-21.1756,119.7497,GPS,WA,182.3,184.9,..
004021,04,MOUNT EDGAR,1901,1999,-21.3122,120.0586,.....,WA,270,..,..
004022,04,MUCCAN,1898,..,-20.6334,120.0863,GPS,WA,85,..,..
004023,04,MULYIE,1888,..,-20.4619,119.5189,GPS,WA,30,..,..
004024,04,MUNDABULLANGANA,1899,..,-20.5192,118.0603,GPS,WA,20,..,..
004025,04,NIMINGARRA,1909,1966,-20.5,119.8,.....,WA,..,..,..
004026,04,NOREENA DOWNS,1911,..,-22.2914,120.1761,.....,WA,495,..,..
004027,04,NULLAGINE,1897,2004,-21.8861,120.1103,GPS,WA,380,..,..
004028,04,PARDOO STATION,1904,..,-20.1078,119.5811,GPS,WA,9,10,94311
004029,04,COORAGOORA,1954,..,-19.9604,120.2744,GPS,WA,22,..,..
004030,04,PILGA,1915,1961,-21.4,119.4,.....,WA,..,..,..
004031,04,POINT SAMSON,1949,1984,-20.6267,117.1925,.....,WA,30,..,..
004032,04,PORT HEDLAND AIRPORT,1942,..,-20.3725,118.6317,GPS,WA,6.4,7.3,94312
004033,04,PYRAMID STATION,1951,..,-21.0561,117.4436,GPS,WA,40,..,..
004034,04,RPF 734 MILE,1913,1947,-22.0167,121.4,.....,WA,..,..,..
004035,04,ROEBOURNE,1887,2021,-20.7767,117.1456,GPS,WA,12,13,..
004036,04,STRELLEY,1906,..,-20.4681,119.0556,GPS,WA,67,..,..
004037,04,TALGA TALGA,1897,1970,-21.05,120,.....,WA,200,..,..
004038,04,WALLAREENYA,1908,..,-20.7483,118.8172,GPS,WA,97,..,..
004039,04,WARAMBIE,1937,..,-20.9484,117.3732,GPS,WA,30,..,..
004040,04,WARRALONG,1899,1984,-20.6472,119.5869,.....,WA,84,..,..
004041,04,WARRAWAGINE,1897,..,-20.8508,120.6961,GPS,WA,159,..,..
004042,04,WHIM CREEK,1897,2024,-20.8414,117.8353,GPS,WA,32,..,..
004043,04,REDMONT,1925,2012,-21.9931,119.0131,.....,WA,387,..,..
004044,04,WIDJUP OUTCAMP,1921,1948,-19.5,121.3,.....,WA,..,..,..
004045,04,ABYDOS WOODSTOCK,1901,1997,-21.62,118.955,.....,WA,250,..,..
004046,04,YARRIE,1898,..,-20.6739,120.2044,GPS,WA,100,..,..
004047,04,TABBA TABBA,1924,1976,-20.8333,118.9,.....,WA,120,..,..
004048,04,YANDEEARRA,1902,1999,-21.2853,118.4042,GPS,WA,120,..,..
004049,04,SPLIT ROCK,1927,1949,-21.6,119.6,.....,WA,..,..,..
004050,04,YALGOORA,1937,1949,-21.6,119.7,.....,WA,..,..,..
004051,04,BALLA BALLA,1898,1927,-20.6,117.8,.....,WA,..,..,..
004052,04,RPF 80 MILE,1909,1943,-20.5667,120.65,.....,WA,..,..,..
004053,04,CONDON,1889,1927,-20,119.4,.....,WA,..,..,..
004054,04,COSSACK,1881,2020,-20.6783,117.1892,GPS,WA,7,..,..
004055,04,CROYDON,1900,1946,-21.1,117.8,.....,WA,..,..,..
004056,04,KANGAN,1935,1945,-21.1,118.5167,.....,WA,..,..,..
004057,04,LALLA ROOKH,1917,1973,-20.8833,119.15,.....,WA,120,..,..
004058,04,LOCHNAVAR,1912,1919,-20.7,121.0167,.....,WA,..,..,..
004059,04,MALLINA,1900,..,-20.8822,118.0308,GPS,WA,40,..,..
004060,04,MIDDLE CREEK,1904,1915,-21.8,120.3,.....,WA,..,..,..
004061,04,MOUNT SATIRIST,1912,1947,-21.1,117.9833,.....,WA,..,..,..
004062,04,MYADEE,1913,1942,-20.1,119.75,.....,WA,..,..,..
004063,04,POONDAWINDIE,1930,1938,-22.2,120.2,.....,WA,..,..,..
004064,04,POONDINIA,1913,1936,-20.45,118.8,.....,WA,..,..,..
004065,04,RPF 672 MILE,1913,1947,-22.7,121.1,.....,WA,..,..,..
004066,04,RPF 798 MILE,1913,1942,-21.2,121.2,.....,WA,..,..,..
004067,04,SHAW RIVER,1917,1942,-20.55,119.3,.....,WA,..,..,..
004068,04,WALLAL DOWNS,1897,..,-19.7789,120.6417,GPS,WA,9,..,..
004069,04,WARRAWOONA,1899,1914,-21.3,119.8,.....,WA,..,..,..
004070,04,COONGAN HOTEL,1895,1931,-20.9,119.7,.....,WA,..,..,..
004071,04,PYRAMID 1,1885,1894,-21.05,117.45,.....,WA,..,..,..
004072,04,ROSEMARY ISLAND,1963,1964,-20.4833,116.5333,.....,WA,7,..,..
004073,04,NICOL PADDOCK,1967,1968,-20.9,116.9167,.....,WA,..,..,..
004074,04,GOLDSWORTHY,1966,1992,-20.3422,119.5206,.....,WA,45,47,..
004075,04,HARDING RIVER 1,1967,1989,-21.1389,117.085,.....,WA,200,..,..
004076,04,HARDING RIVER 2,1967,1989,-21.175,117.2208,.....,WA,200,..,..
004077,04,BARRAMINE,1914,1918,-20.7167,120.85,.....,WA,..,..,..
004078,04,COONGAN 2,1973,1973,-20.7,119.35,.....,WA,..,..,..
004079,04,YANDEE,1971,1982,-21.3625,118.8783,.....,WA,223,..,..
004080,04,CALLAWA,1904,1980,-20.635,120.5,.....,WA,175,..,..
004081,04,CORUNNA DOWNS AIRSTRIP,1943,1945,-21.4333,119.7833,.....,WA,244,..,..
004082,04,CAPE LAMBERT,1971,2004,-20.615,117.1633,GPS,WA,20,..,..
004083,04,KARRATHA AERO,1971,..,-20.7097,116.7742,GPS,WA,5.3,5.8,95307
