Site,Dist,Site name,Start,End,Lat,Lon,Source,STA,Height (m),Bar_ht,WMO
010925,10,QUAIRADING EAST,2011,..,-32.0047,117.4134,.....,WA,245,..,..
011000,11,BALLADONIA 2,1943,1975,-32.45,123.8667,.....,WA,152,..,..
011001,11,DEAKIN,1917,1983,-30.77,128.965,.....,WA,155,..,..
011002,11,TRANS RAILWAY 857,1940,1952,-31,125.5833,.....,WA,..,..,..
011003,11,EUCLA,1876,..,-31.6797,128.8958,GPS,WA,93.1,93.6,94647
011004,11,FORREST AERO,1930,1995,-30.8389,128.1139,.....,WA,156,160,..
011005,11,FORREST RAILWAY,1918,1954,-30.85,128.1,.....,WA,..,..,..
011006,11,HAIG,1915,1981,-31.0064,126.0889,.....,WA,150,..,..
011007,11,LOONGANA,1915,1990,-30.9464,127.0356,.....,WA,177,..,..
011008,11,MUNDRABILLA STATION,1901,..,-31.8433,127.8572,GPS,WA,20,..,..
011009,11,NANAMBINIA,1906,2020,-32.6681,123.5831,GPS,WA,160,..,..
011010,11,NOONDOONIA,1911,2020,-32.3114,123.7261,GPS,WA,170,..,..
011011,11,NOONDOONIA O.S.,1936,1983,-32.1461,123.9683,GPS,WA,170,..,..
011012,11,NURINA,1921,1981,-30.9875,126.5483,.....,WA,160,..,..
011013,11,RAWLINNA,1915,2002,-31.0119,125.3294,.....,WA,182,..,..
011014,11,REID,1940,1989,-30.8217,128.425,.....,WA,163,..,..
011015,11,MUNDRABILLA SIDING,1940,1981,-30.9025,127.535,.....,WA,182,..,..
011016,11,MADURA STATION,1921,..,-31.9269,126.9733,GPS,WA,100,..,..
011017,11,BALLADONIA,1891,2022,-32.4569,123.8653,GPS,WA,151,149,94642
011018,11,BALBINIA,1902,1928,-33.1,123.6,.....,WA,..,..,..
011019,11,EYRE,1885,..,-32.2464,126.3008,GPS,WA,5.6,6.1,94645
011020,11,ISRAELITE BAY,1885,1927,-33.6,123.8,.....,WA,..,..,..
011021,11,POINT MALCOLM,1901,1919,-33.8,123.7,.....,WA,..,..,..
011022,11,OLD EUCLA,2002,..,-31.7117,128.8867,GPS,WA,5,..,..
011023,11,CAIGUNA ASA,1962,..,-32.2653,125.4894,GPS,WA,109,110,95645
011024,11,JURANDA ROCK HOLE,1963,1989,-33.2167,123.45,.....,WA,..,..,..
011025,11,MOONERA,1964,..,-31.7219,126.5889,GPS,WA,101,..,..
011026,11,MOUNT RAGGED 1,1963,1983,-33.75,123.1,.....,WA,213,..,..
011027,11,MOUNT RAGGED 2,1963,1983,-33.6167,123.2667,.....,WA,213,..,..
011028,11,MOUNT RAGGED NO 3,1963,1983,-33.4667,123.45,.....,WA,..,..,..
011029,11,ARUBIDDY,1964,..,-31.8097,125.9267,GPS,WA,120,..,..
011030,11,RAWLINNA HOMESTEAD,1964,..,-31.0417,125.2164,GPS,WA,183,..,..
011031,11,NEVERTIRE,1965,..,-31.3497,125.2231,GPS,WA,180,..,..
011032,11,RAWLINNA DEPOT,1965,..,-31.5803,125.2019,GPS,WA,180,..,..
011033,11,MCTAGGARTS,1965,..,-31.9178,125.3008,GPS,WA,180,..,..
011034,12,BARVESK,1965,..,-31.6436,124.935,GPS,WA,180,..,..
011035,12,BULL CAMEL,1965,..,-31.1956,124.8481,GPS,WA,180,..,..
011036,11,COCKLEBIDDY,1930,1990,-32.0403,126.0964,.....,WA,90,..,..
011037,11,FORREST ROAD,1966,1981,-31.445,127.945,.....,WA,35,..,..
011038,11,NOONERA,1966,1981,-32.0783,127.9367,.....,WA,35,..,..
011039,11,UANA,1966,1971,-31.6317,127.93,.....,WA,35,..,..
011040,11,WANTEEN,1966,1989,-31.9681,128.2831,.....,WA,4,..,..
011041,11,SEEMORE DOWNS,1937,..,-30.7428,125.2936,GPS,WA,180,..,..
011042,11,BOOANYA,1925,1932,-32.75,123.6,.....,WA,..,..,..
011043,11,KINCLAVEN,1972,1981,-30.895,125.5117,.....,WA,180,..,..
011044,11,BALLADONIA MOTEL,1964,1964,-32.45,123.6,.....,WA,..,..,..
011045,11,BALGAIR,1982,2012,-31.09,125.6589,GPS,WA,162,163,..
011046,11,DERALINYA,1914,1919,-33.1,123.3,.....,WA,..,..,..
011047,11,WA/SA BORDER VILLAGE,1983,1998,-31.6406,129.0019,.....,WA,95,..,..
011048,11,NIGHTSHADE,1984,..,-32.1761,125.3953,GPS,WA,300,..,..
011049,11,MUNDRABILLA ROADHOUSE,1972,1983,-31.8167,128.2333,.....,WA,17,18,..
011050,11,KYBO,1980,..,-31.0239,126.5842,GPS,WA,160,..,..
011051,11,NO WORRIES,1992,..,-33.2986,123.0658,GPS,WA,150,..,..
011052,11,FORREST,1993,..,-30.8453,128.1092,GPS,WA,159,160,95646
011053,11,RED ROCKS POINT,1999,..,-32.2028,127.5297,GPS,WA,3.1,3.6,94644
012000,12,AGNEW,1948,1988,-28.0069,120.5092,.....,WA,520,..,..
012001,12,ALBION DOWNS,1936,..,-27.2878,120.3919,GPS,WA,500,..,..
012002,12,ANKETELL,1915,1982,-28.0272,118.8472,.....,WA,500,..,..
012003,12,ATLEY,1920,2002,-28.225,119.0703,GPS,WA,500,..,..
012004,12,WALGOOLAN AVALON,1926,1966,-31.2333,118.5667,.....,WA,..,..,..
012005,12,BLACKHILL,1926,1975,-28.0667,119.5167,.....,WA,..,..,..
012006,12,BODALLIN,1899,1976,-31.3667,118.85,.....,WA,..,..,..
012007,12,BOODAROCKIN,1935,..,-31.0603,118.8367,GPS,WA,350,..,..
012008,12,BOOYLGOO SPRING,1922,2019,-27.7228,119.9067,GPS,WA,610,..,..
012009,12,NORSEMAN AERO,1999,..,-32.2147,121.7547,GPS,WA,262.5,263,95642
012010,12,WESTONIA 1,1929,1985,-31.0539,118.7144,.....,WA,350,..,..
012011,12,BULLFINCH,1911,..,-30.9836,119.0669,GPS,WA,362,..,..
012012,12,BULLFINCH NORTH,1925,1951,-30.8,119.1,.....,WA,..,..,..
012013,12,BULONG,1897,..,-30.7503,121.7519,GPS,WA,380,..,..
012014,12,MUNGARI,2000,2002,-30.8725,121.2569,MAP 1,WA,390,..,..
012015,12,TARMOOLA 10 MILE CAMP,2003,..,-28.3967,121.2356,GPS,WA,400,..,..
012016,12,CIRCLE VALLEY POST OFFICE,1918,1967,-33.0833,121.75,.....,WA,..,..,..
012017,12,CIRCLE VALLEY EAST,1924,1962,-33.05,121.8,.....,WA,..,..,..
012018,12,COOLGARDIE,1893,..,-30.9586,121.1739,.....,WA,427,..,..
012019,12,COONANA,1935,1981,-31.0225,123.1617,.....,WA,359,..,..
012020,12,MUNJEROO,1930,1975,-28.2333,120.15,.....,WA,..,..,..
012021,12,MULGAROONA,1930,1960,-28.45,120.5,.....,WA,..,..,..
012022,12,CASHMERE DOWNS,1919,2020,-28.97,119.5686,GPS,WA,450,453,..
012023,12,DANIELL,1930,1962,-32.5833,121.5833,.....,WA,..,..,..
012024,12,DAVEYHURST MULWARRIE,1901,1957,-30,120.6,.....,WA,..,..,..
012025,12,DEPOT SPRINGS,1926,..,-27.9332,120.0577,GPS,WA,441,..,..
012026,12,BODALLIN SOUTH,1930,..,-31.6419,118.9019,GPS,WA,410,..,..
012027,12,EDJUDINA,1900,..,-29.8119,122.3547,GPS,WA,460,..,..
012028,12,GORYA VALLEY,1931,..,-33.0372,121.6644,GPS,WA,240,..,..
012029,12,FRASER RANGE,1901,..,-32.0339,122.8017,GPS,WA,460,..,..
012030,12,GATHERER,1947,1948,-31.4,119.4,.....,WA,..,..,..
012031,12,GIDGEE BIRRIGRIN,1906,1953,-27.5058,119.515,.....,WA,..,..,..
012032,12,GLENORN,1922,2024,-29.0869,121.6753,GPS,WA,360,..,..
012033,12,GRASS PATCH,1897,2009,-33.2256,121.7375,GPS,WA,210,..,..
012034,12,MOUNT WELD HACKS WELL,1950,1979,-28.97,122.5183,.....,WA,450,..,..
012035,12,HIGGINSVILLE,1898,1963,-31.7333,121.6333,.....,WA,319,..,..
012036,12,IDA VALLEY,1923,1995,-28.7053,120.5058,.....,WA,400,..,..
012037,12,JEEDAMYA,1925,1999,-29.4033,121.2736,GPS,WA,434,..,..
012038,12,KALGOORLIE-BOULDER AIRPORT,1939,..,-30.7847,121.4533,GPS,WA,365.3,366,94637
012039,12,KALGOORLIE POST OFFICE,1896,1953,-30.75,121.4667,.....,WA,361,..,..
012040,12,KANOWNA,1896,1952,-30.6,121.6,.....,WA,374,..,..
012041,12,KARONIE,1914,1986,-30.9667,122.5333,.....,WA,360,..,..
012042,12,KATHLEEN VALLEY,1920,1971,-27.5,120.5167,.....,WA,..,..,..
012043,12,KOOKYNIE,1902,..,-29.3361,121.4944,GPS,WA,423,..,..
012044,12,MUNGLINUP WEST,2002,..,-33.5547,120.6997,GPS,WA,220,220.5,95644
012045,12,LAVERTON,1899,..,-28.6303,122.4072,GPS,WA,461,..,..
012046,12,LEONORA,1898,..,-28.8879,121.3302,GPS,WA,376,380,..
012047,12,LINDEN,1914,1951,-29.3,122.4,.....,WA,..,..,..
012048,12,MARVEL LOCH,1922,1990,-31.4667,119.4922,.....,WA,420,..,..
012049,12,MATHOURA,1935,1967,-31.2,118.9,.....,WA,..,..,..
012050,12,MELITA,1925,1987,-29.0567,121.4433,.....,WA,350,..,..
012051,12,MENANGINA,1927,2011,-29.8272,121.9158,GPS,WA,450,..,..
012052,12,MENZIES,1896,..,-29.6939,121.0297,GPS,WA,425.9,..,..
012053,12,MOORINE ROCK,1924,2004,-31.3125,119.1281,GPS,WA,350,..,..
012054,12,DOBRA SCRITIA,1903,..,-31.4161,119.0467,GPS,WA,370,..,..
012055,12,MOORINE ROCK SOUTH,1935,1948,-31.4,119.1,.....,WA,..,..,..
012056,12,MOREE,1929,..,-31.5939,119.1419,GPS,WA,410,..,..
012057,12,MOUNT HAMPTON,1937,1993,-31.72,119.0883,.....,WA,380,..,..
012058,12,MOUNT KEITH,1927,1980,-27.2792,120.5067,.....,WA,490,..,..
012059,12,MOUNT SIR SAMUEL,1900,1952,-27.6,120.55,.....,WA,..,..,..
012060,12,MOUNT WELD,1926,1999,-28.7744,122.4436,.....,WA,490,..,..
012061,12,MINARA,1898,2020,-28.9169,121.7971,GPS,WA,480,..,..
012062,12,NAMBI,1922,..,-28.3897,121.6775,GPS,WA,490,..,..
012063,12,NARETHA,1915,1968,-31,124.8333,.....,WA,187,..,..
012064,12,NOONGAAR,1927,..,-31.33,118.9672,GPS,WA,440,..,..
012065,12,NORSEMAN,1897,2012,-32.1981,121.7794,GPS,WA,277,278.2,..
012066,12,ORA BANDA,1916,..,-30.3764,121.0633,GPS,WA,440,..,..
012067,12,PINNACLES,1926,..,-28.1969,120.4378,GPS,WA,400,..,..
012068,12,RANDELL SIDING,1915,1968,-30.9333,122.2333,.....,WA,377,..,..
012069,12,RED LAKE,1929,1963,-33.1333,121.6833,.....,WA,..,..,..
012070,12,SALMON GUMS,1922,2020,-32.9803,121.6433,GPS,WA,250,..,..
012071,12,SALMON GUMS RES.STN.,1932,..,-32.9869,121.6239,GPS,WA,249,..,95639
012072,12,SANDSTONE,1904,..,-27.9872,119.2973,GPS,WA,533,..,..
012073,12,SCADDAN POST OFFICE,1907,2000,-33.4425,121.7228,.....,WA,180,..,..
012074,12,SOUTHERN CROSS,1889,2007,-31.2319,119.3281,GPS,WA,355,356,..
012075,12,SPEDDINGUP,1931,..,-33.5172,121.75,GPS,WA,175,..,..
012076,12,THE HERMATIGE,1929,1947,-32.8,121.5,.....,WA,..,..,..
012077,12,I DUNNO,1926,..,-32.8606,121.7081,GPS,WA,270,..,..
012078,12,TRANS RAILWAY 1072,1940,1968,-30.9,122,.....,WA,..,..,..
012079,12,TURKEY HILL NORTH,1929,..,-31.0378,119.3064,.....,WA,380,..,..
012080,12,LUKENDA,2002,2004,-33.5742,121.6467,GPS,WA,125,..,..
012081,12,WARRALAKIN,1925,2011,-31.0297,118.5597,GPS,WA,350,..,..
012082,12,WEEBO,1930,..,-28.0075,121.0784,GPS,WA,450,..,..
012083,12,WESTONIA,1915,..,-31.3017,118.698,GPS,WA,350,..,..
012084,12,WIDGIEMOOLTHA,1897,1979,-31.4942,121.5781,.....,WA,300,..,..
012085,12,WILBAH,1930,1952,-28.9,120.7,.....,WA,..,..,..
012086,12,WILSONS PATCH,1906,1980,-28.3,121.1833,.....,WA,450,..,..
012087,12,WYE FARM,1919,1946,-33.1,121.6667,.....,WA,232,..,..
012088,12,YAKABINDIE,1931,..,-27.575,120.5319,GPS,WA,450,..,..
012089,12,YANDAL,1925,1996,-27.5644,121.1483,.....,WA,450,..,..
012090,12,YEELIRRIE,1928,..,-27.2842,120.0931,GPS,WA,487,488,94440
012091,12,YOUANMI DOWNS,1922,1995,-28.5567,118.8103,.....,WA,500,..,..
012092,12,YUINMERY,1921,..,-28.5606,119.0161,GPS,WA,500,..,..
012093,12,YUNDAMINDRA,1901,2024,-29.2472,122.1022,GPS,WA,450,..,..
012094,12,ZANTHUS,1914,1992,-31.0319,123.5669,.....,WA,280,..,..
012095,12,ERLISTOUN,1907,1980,-27.9717,122.325,.....,WA,600,..,..
012096,12,DANDARAGA,1912,2001,-28.1419,119.3058,.....,WA,450,..,..
012097,12,KARMALA,1938,1967,-31.15,118.95,.....,WA,..,..,..
012098,12,WALGOOLAN,1935,1983,-31.3825,118.5617,.....,WA,300,..,..
012099,12,WALGOOLAN NORTH,1938,2010,-31.1828,118.5964,GPS,WA,300,..,..
012100,12,WALGOOLAN SOUTH,1905,1972,-31.5,118.6,.....,WA,..,..,..
012101,12,SEVEN OAKS,1922,..,-31.3214,118.5475,GPS,WA,323,..,..
012102,12,CUNDEELEE,1940,1981,-30.7233,123.425,.....,WA,329,..,..
012103,12,KORONG,1920,1998,-28.62,121.0167,.....,WA,600,..,..
012104,12,MALCOLM,1897,1950,-28.9,121.5,.....,WA,373,..,..
012105,12,GILGAI FARM,1946,1974,-33.1833,121.65,.....,WA,..,..,..
012106,12,WOOLIBAR,1900,..,-31.0731,121.665,GPS,WA,320,..,..
012107,12,BRAESIDE,2002,..,-33.4226,121.9898,GPS,WA,175,..,..
012108,13,WONGANOO,1928,..,-27.1397,121.3397,GPS,WA,500,..,..
012109,12,YELLOWDINE,1898,1970,-31.3,119.65,.....,WA,..,..,..
012110,12,GIDGEE GOLD MINE,1953,2002,-27.2533,119.4075,GPS,WA,500,..,..
012111,12,MOUNT MARGARET,1897,1988,-28.7967,122.18,.....,WA,400,..,..
012112,12,ALTONA,1956,2002,-27.5389,119.9861,GPS,WA,500,..,..
012113,12,BOANAERNUP,1957,1979,-33.5833,120.9667,.....,WA,..,..,..
012114,12,RICHFIELDS,1955,..,-33.6839,120.6958,GPS,WA,120,..,..
012115,12,KOOLGUBBIN,1955,1955,-29.8333,126.9667,.....,WA,..,..,..
012116,12,MOUNT WELD WILGA,1961,1969,-29.1317,122.5317,.....,WA,503,..,..
012117,12,KAMBALDA WEST,2004,..,-31.2186,121.6181,GPS,WA,305,..,..
012118,12,DIONITE KING,1897,1929,-28.6,121.05,.....,WA,..,..,..
012119,12,LEINSTER DOWNS,1902,1978,-27.8483,120.6017,.....,WA,500,..,..
012120,12,YOUANMI,1911,1944,-28.65,119.0167,.....,WA,..,..,..
012121,12,ROUND TOP HILL,2004,2021,-32.2156,120.4417,GPS,WA,360,..,..
012122,12,YILGARN EXP.FARM,1928,1940,-31,119,.....,WA,..,..,..
012123,12,BARDOC,1897,1932,-30.3,121.3,.....,WA,..,..,..
012124,12,BOONDI,1903,1926,-31.2,120.4,.....,WA,..,..,..
012125,12,BOORABBIN,1894,1964,-31.2,120.3,.....,WA,..,..,..
012126,12,BROAD ARROW,1898,1926,-30.45,121.3,.....,WA,..,..,..
012127,12,BULLA BULLING,1894,1941,-31.0167,120.8667,.....,WA,..,..,..
012128,12,BURBANKS,1898,1923,-31,121.1,.....,WA,..,..,..
012129,12,BURBRIDGE,1917,1926,-31.5,119.6,.....,WA,..,..,..
012130,12,BURTVILLE,1901,1928,-28.8,122.6,.....,WA,..,..,..
012131,12,CLAVERLEY,1914,1927,-33.2,121.7,.....,WA,..,..,..
012132,12,COMET VALE,1915,1925,-29.9,121.1,.....,WA,..,..,..
012133,12,CORINTHIA FARM,1925,1941,-31.2,119.3,.....,WA,..,..,..
012134,12,DARDA,1904,1926,-27.65,121.3667,.....,WA,..,..,..
012135,12,NINETY MILE TANK,2004,2021,-32.6831,120.6944,GPS,WA,345,..,..
012136,12,DESDEMONA,1924,1938,-29.1,121.25,.....,WA,..,..,..
012137,12,DOYLES WELL,1914,1951,-28.5,120.9833,.....,WA,..,..,..
012138,12,DUKETON,1904,1924,-27.65,122.3,.....,WA,..,..,..
012139,12,DUNDAS,1896,1927,-32.4,121.8,.....,WA,..,..,..
012140,12,KANGA DOWNS,2004,..,-33.3619,121.0614,GPS,WA,215,..,..
012141,12,WINDARLING,2004,2024,-30.0242,119.28,GPS,WA,450,..,..
012142,12,EULINNA,1923,1940,-30.3,122.5,.....,WA,..,..,..
012143,12,FLEMING GROVE,1929,1937,-33.5667,121.7667,.....,WA,..,..,..
012144,12,GIBB ROCK,1929,1935,-32.1,119.2,.....,WA,..,..,..
012145,12,GOONGARRIE,1896,1926,-30.05,121.15,.....,WA,..,..,..
012146,12,GRASS PATCH EAST,1929,1935,-33.25,121.8167,.....,WA,..,..,..
012147,12,HIRSH FARM,1930,1937,-31.6,119.3,.....,WA,..,..,..
012148,12,HOLLETON 1,1929,1939,-31.9,119,.....,WA,..,..,..
012149,12,HONEY LEA,1935,1945,-33.2,121.65,.....,WA,..,..,..
012150,12,JILBADJI,1905,1935,-31.8,118.9,.....,WA,..,..,..
012151,12,KARALEE,1898,1929,-31.3,119.85,.....,WA,..,..,..
012152,12,KOORARAWALYEE,1894,..,-31.2608,120.0217,GPS,WA,459,..,..
012153,12,KUMARL,1928,1948,-32.8,121.7,.....,WA,..,..,..
012154,12,KURNALPI,1897,1947,-30.5,122.2,.....,WA,..,..,..
012155,12,COBBANCO,1922,1939,-29.2667,120.6,.....,WA,..,..,..
012156,12,LAKE DARLOT,1898,1926,-27.9,121.3,.....,WA,..,..,..
012157,12,LAKE VIEW,1903,1923,-32.6,121.5,.....,WA,..,..,..
012158,12,LAWLERS,1896,1948,-28.0833,120.55,.....,WA,..,..,..
012159,12,LLANGWIN FARM,1925,1933,-33.25,121.5167,.....,WA,..,..,..
012160,12,LONE PINE,1927,1935,-31,119.5,.....,WA,..,..,..
012161,12,MARCHLAND FARM,1929,1934,-31.7,119.1,.....,WA,..,..,..
012162,12,MOUNT MORGANS,1900,1942,-28.75,122.1,.....,WA,..,..,..
012163,12,MOUNT IDA,1913,1941,-29.05,120.5,.....,WA,..,..,..
012164,12,MOUNT JACKSON,1897,2004,-30.2633,119.2458,GPS,WA,538,..,..
012165,12,MULLINE,1901,1942,-29.8,120.5,.....,WA,..,..,..
012166,12,NIAGARA,1896,1912,-29.4,121.4,.....,WA,..,..,..
012167,12,NOONGAR 3,1926,1936,-31.2,118.9833,.....,WA,..,..,..
012168,12,NOONGAR NORTH,1925,1935,-31.1333,118.9,.....,WA,..,..,..
012169,12,PARKERS RANGE 1,1891,1928,-31.6,119.6,.....,WA,..,..,..
012170,12,PARKERS RANGE 2,1930,1944,-31.6,119.7,.....,WA,..,..,..
012171,12,ALFRED DOWNS,1926,1937,-29,120,.....,WA,..,..,..
012172,12,QUANDINNIE,1905,1916,-29.9833,122.0667,.....,WA,..,..,..
012173,12,BONNIE DOON,1899,1939,-33.5,121.6667,.....,WA,..,..,..
012174,12,SIBERIA,1901,1930,-30.25,120.95,.....,WA,..,..,..
012175,12,SOUTHERN HILLS,1901,2020,-32.1961,122.8297,GPS,WA,380,..,..
012176,12,STURT MEADOWS,1899,..,-28.6781,120.9706,GPS,WA,400,..,..
012177,12,TAMPA,1900,1938,-29.2,121.45,.....,WA,..,..,..
012178,12,TROY,1930,1944,-31.55,119.25,.....,WA,..,..,..
012179,12,TRURAY,1929,1935,-33.25,121.9333,.....,WA,..,..,..
012180,12,TURKEY HILL,1925,1936,-31.0167,119.3,.....,WA,..,..,..
012181,12,VARAMEAD,1929,1937,-31.5,119.1,.....,WA,..,..,..
012182,12,WARRABA 2,1928,1936,-30.95,118.8,.....,WA,..,..,..
012183,12,WATERDALE,1902,1917,-31.3,121.5,.....,WA,..,..,..
012184,12,WHEATLEY,1926,1936,-31.1,119.5,.....,WA,..,..,..
012185,12,WOOLANGIE,1894,1930,-31.2,120.5,.....,WA,..,..,..
012186,12,YARRI,1922,1939,-29.7833,122.3667,.....,WA,..,..,..
012187,12,YERILLA,1897,2024,-29.4711,121.8272,GPS,WA,381,..,..
012188,12,FORRESTANIA CROSSROAD,1960,1984,-32.41,119.7467,.....,WA,450,..,..
012189,12,FORRESTANIA CROSSROADS,1959,1984,-32.4217,119.5217,.....,WA,400,..,..
012190,12,PETER'S SOAK,1963,1983,-33.15,120.5833,.....,WA,..,..,..
012191,12,KANANDAH,1963,..,-30.8958,124.8658,GPS,WA,192,..,..
012192,12,HYDEN 1,1963,1984,-32.2333,120.4,.....,WA,450,..,..
012193,12,HYDEN 2,1963,1981,-32.2167,120.5,.....,WA,396,..,..
012194,12,HYDEN 3,1963,1983,-32.32,120.0517,.....,WA,492,..,..
012195,12,NINETY MILE TANK 4,1963,1983,-32.8,120.7167,.....,WA,289,..,..
012196,12,LAKE KING 5,1963,1979,-32.8,120.7167,.....,WA,259,..,..
012197,12,DANIEL ROAD,1963,1988,-32.9833,120.25,.....,WA,274,..,..
012198,12,SCADDAN WEST,1964,..,-33.3844,121.4494,GPS,WA,180,..,..
012199,12,PARKESTON,1969,1990,-30.7289,121.4978,.....,WA,366,..,..
012200,12,CONSTANCE UNA,1965,1974,-31.7833,119.6,.....,WA,..,..,..
012201,12,YOUANMI VALLEY,1965,..,-31.7036,119.2378,GPS,WA,420,..,..
012202,12,YERBILLON,1956,1993,-31.3875,118.7347,.....,WA,350,..,..
012203,12,GHOOLI,1952,1994,-31.255,119.4544,.....,WA,407,..,..
012204,12,DEDARI,1958,2024,-31.0931,120.6908,GPS,WA,451,..,..
012205,12,RIVERINA,1964,2020,-29.7514,120.5669,GPS,WA,450,..,..
012206,12,MOOLARA,1966,1973,-32.2,122.7,.....,WA,435,..,..
012207,12,SIMON HILLS,1966,1973,-31.8333,123.05,.....,WA,427,..,..
012208,12,YARDELLA,1966,1974,-31.95,122.9,.....,WA,427,..,..
012209,12,COSMO NEWBERY,1950,1970,-27.9833,122.9167,.....,WA,..,..,..
012210,12,LAKE MASON,1967,2002,-27.5878,119.5211,GPS,WA,500,..,..
012211,12,JEEDAMYA WOOLSHED,1967,1974,-29.4833,121.2667,.....,WA,427,..,..
012212,12,KITCHENER,1967,1976,-31.0319,124.1889,.....,WA,216,..,..
012213,12,YEELIRRIE O.S.,1967,1983,-27.1147,119.8492,.....,WA,500,..,..
012214,12,DEPOT SPRINGS 2,1967,1982,-27.9642,120.2428,.....,WA,500,..,..
012215,12,DEPOT SPRINGS TANK,1967,1980,-27.9897,119.93,.....,WA,549,..,..
012216,12,BANDYA,1963,1974,-27.7353,122.1761,.....,WA,400,..,..
012217,12,GLENGILLY,1968,1974,-31.5333,119.1,.....,WA,..,..,..
012218,12,MOUNT REMARKABLE,1921,1924,-29.3333,121.9833,.....,WA,..,..,..
012219,12,YAMARNA,1967,1998,-28.1664,123.6556,.....,WA,441.6,..,..
012220,12,COWARNA DOWNS,1968,..,-31.0089,122.3567,GPS,WA,320,..,..
012221,12,BODALLIN,1968,2020,-31.3692,118.8361,GPS,WA,366,..,..
012222,12,GILGAI,1963,1969,-31.25,119.95,.....,WA,433,..,..
012223,12,LORT RIVER,1969,..,-33.2204,121.3532,GPS,WA,200,..,..
012224,12,GOLDEN RIDGE,1915,1978,-30.8483,121.655,.....,WA,400,..,..
012225,12,BEETE,1931,1931,-32.7,121.7167,.....,WA,..,..,..
012226,12,BODALLIN NORTH,1969,..,-31.1664,118.8878,GPS,WA,400,..,..
012227,12,KOOLYANOBBING,1967,..,-30.8183,119.5197,GPS,WA,349,..,..
012228,12,CAMPION NORTH,1933,1936,-30.9667,118.5167,.....,WA,..,..,..
012229,12,CAMPBELL DOWNS,1929,1929,-29.9333,119.7833,.....,WA,..,..,..
012230,12,IVES FIND,1921,1942,-31.3667,121.8333,.....,WA,..,..,..
012231,12,GOLDEN VALLEY,1920,1920,-30.8667,119.0333,.....,WA,..,..,..
012232,12,BRISCOE VALE,1925,1929,-30.9833,118.9667,.....,WA,..,..,..
012233,12,HILLCREST,1927,1936,-31.2,119.15,.....,WA,..,..,..
012234,12,SAINT IVES,1921,1926,-31.3667,121.8167,.....,WA,..,..,..
012235,12,WYOMING,1925,1929,-33.1167,121.5,.....,WA,..,..,..
012236,12,BRONTE,1927,1930,-31.25,119.5,.....,WA,..,..,..
012237,12,BRYN AWELON,1930,1932,-32.7167,121.7,.....,WA,..,..,..
012238,12,JERICHO FARM,1944,1945,-31.55,119.25,.....,WA,..,..,..
012239,12,BULGA DOWNS,1924,..,-28.4967,119.7436,GPS,WA,438.5,440,94444
012240,12,ILKURLKA,2005,..,-28.3514,127.5169,GPS,WA,410,..,..
012241,12,LEONORA AERO,2007,..,-28.8789,121.3186,GPS,WA,370,370.9,94450
012242,12,DIEMALS,1970,1994,-29.6694,119.3031,.....,WA,434,..,..
012243,12,HOLLETON 2,1943,1948,-32,119,.....,WA,..,..,..
012244,12,FIFTEEN MILE CONDENSER,1907,1909,-32.0333,121.6667,.....,WA,..,..,..
012245,12,GIN ROCKS,1928,1932,-29.7,121.7,.....,WA,..,..,..
012246,12,JILLIBY,1971,2000,-33.6047,121.9206,GPS,WA,130,..,..
012247,12,GINDALBIE,1918,..,-30.2819,121.7606,GPS,WA,380,..,..
012248,12,SWAN LAGOON,1898,1911,-33.2667,121.65,.....,WA,..,..,..
012249,12,L.S.D.MINE,1935,1937,-31.6333,119.5667,.....,WA,..,..,..
012250,12,MOUNT CELIA,1906,1910,-29.4667,122.4833,.....,WA,..,..,..
012251,12,GOLDEN DOWNS,1929,1930,-28,123.45,.....,WA,..,..,..
012252,12,POISON CREEK,1906,1908,-28.2333,120.9167,.....,WA,..,..,..
012253,12,COONANA,1914,1917,-31,123,.....,WA,..,..,..
012254,12,NORTH HOWICK,1971,1974,-33.65,122.75,.....,WA,..,..,..
012255,12,WITTENOOM HILLS,1966,..,-33.5656,122.2714,GPS,WA,190,..,..
012256,12,WOOLING,1929,1933,-29.7333,119.6,.....,WA,..,..,..
012257,12,MULGAROON,1951,1954,-28.2,120.4,.....,WA,..,..,..
012258,12,ORABANDA 42M,1895,1899,-30.35,121.05,.....,WA,..,..,..
012259,12,CREDO,2011,..,-30.4653,120.8283,GPS,WA,411,..,..
012260,12,CASCADES CREEK STATION,1969,2004,-33.5222,121.0786,GPS,WA,180,..,..
012261,12,OLDFIELD LOC 1020 COMP.,1965,2007,-33.6022,120.885,GPS,WA,180,..,..
012262,12,OLDFIELD LOC 1137 COMP.,1969,2014,-33.4539,120.7656,GPS,WA,230,..,..
012263,12,WINDARRA,1971,1994,-28.49,122.2375,.....,WA,431,..,..
012264,12,ESPERANCE LOC.350,1970,1974,-33.55,124.6833,.....,WA,..,..,..
012265,12,CIRCLE VALLEY,1954,..,-33.0603,121.7983,GPS,WA,240,..,..
012267,12,SHAMBA,1972,..,-33.5425,121.2014,GPS,WA,160,..,..
012268,12,THE CAMP,1972,1973,-33.45,121.5833,.....,WA,183,..,..
012269,12,WARWICK,1972,1997,-32.8283,121.7419,GPS,WA,270,..,..
012270,12,CHALORA,1972,1983,-33.2617,121.3767,.....,WA,200,..,..
012271,12,GLADIATOR G.M.,1897,1900,-28.1167,122.3333,.....,WA,..,..,..
